Code Status For :500,521,522,523,524,533,544,566,577,588	File Updated :02/11/2020
NPA	NXX	Use	OCN 	Company                                                     
523	203	AS	6664	SPRINT SPECTRUM L.P.                                        
523	204	AS	6664	SPRINT SPECTRUM L.P.                                        
523	205	AS	6664	SPRINT SPECTRUM L.P.                                        
523	206	AS	6664	SPRINT SPECTRUM L.P.                                        
523	207	AS	6664	SPRINT SPECTRUM L.P.                                        
523	208	AS	6664	SPRINT SPECTRUM L.P.                                        
523	209	AS	6664	SPRINT SPECTRUM L.P.                                        
523	210	AS	6664	SPRINT SPECTRUM L.P.                                        
523	211	UA	    	                                                            
523	212	AS	6664	SPRINT SPECTRUM L.P.                                        
523	213	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	214	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	215	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	216	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	217	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	218	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	219	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	220	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	221	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	222	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	223	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	224	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	225	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	226	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	227	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	228	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	229	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	230	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	231	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	232	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	233	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	234	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	235	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	236	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	237	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	238	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	239	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	240	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	241	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	242	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	243	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	244	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	245	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	246	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	247	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	248	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	249	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	250	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	251	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	252	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	253	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	254	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	255	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	256	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	257	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	258	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	259	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	260	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	261	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	262	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	263	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	264	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	265	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	266	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	267	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	268	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	269	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	270	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	271	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	272	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	273	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	274	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	275	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	276	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	277	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	278	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	279	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	280	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	281	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	282	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	283	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	284	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	285	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	286	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	287	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	288	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	289	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	290	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	291	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	292	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	293	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	294	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	295	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	296	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	297	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	298	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	299	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	300	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	301	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	302	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	303	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	304	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	305	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	306	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	307	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	308	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	309	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	310	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	311	UA	    	                                                            
523	312	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	313	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	314	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	315	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	316	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	317	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	318	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	319	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	320	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	321	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	322	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	323	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	324	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	325	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	326	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	327	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	328	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	329	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	330	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	331	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	332	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	333	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	334	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	335	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	336	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	337	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	338	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	339	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	340	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	341	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	342	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	343	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	344	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	345	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	346	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	347	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	348	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	349	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	350	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	351	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	352	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	353	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	354	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	355	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	356	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	357	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	358	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	359	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	360	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	361	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	362	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	363	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	364	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	365	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	366	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	367	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	368	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	369	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	370	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	371	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	372	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	373	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	374	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	375	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	376	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	377	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	378	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	379	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	380	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	381	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	382	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	383	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	384	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	385	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	386	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	387	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	388	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	389	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	390	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	391	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	392	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	393	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	394	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	395	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	396	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	397	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	398	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	399	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	400	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	401	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	402	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	403	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	404	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	405	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	406	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	407	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	408	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	409	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	410	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	411	UA	    	                                                            
523	412	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	413	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	414	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	415	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	416	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	417	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	418	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	419	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	420	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	421	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	422	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	423	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	424	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	425	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	426	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	427	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	428	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	429	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	430	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	431	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	432	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	433	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	434	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	435	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	436	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	437	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	438	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	439	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	440	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	441	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	442	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	443	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	444	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	445	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	446	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	447	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	448	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	449	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	450	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	451	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	452	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	453	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	454	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	455	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	456	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	457	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	458	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	459	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	460	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	461	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	462	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	463	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	464	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	465	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	466	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	467	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	468	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	469	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	470	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	471	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	472	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	473	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	474	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
523	475	AS	6744	SOUTHERN COMMUNICATIONS SERVICES                            
523	476	AS	099G	T-MOBILE LICENSE LLC                                        
523	477	AS	099G	T-MOBILE LICENSE LLC                                        
523	478	AS	099G	T-MOBILE LICENSE LLC                                        
523	479	AS	099G	T-MOBILE LICENSE LLC                                        
523	480	AS	099G	T-MOBILE LICENSE LLC                                        
523	481	AS	099G	T-MOBILE LICENSE LLC                                        
523	482	AS	099G	T-MOBILE LICENSE LLC                                        
523	483	AS	099G	T-MOBILE LICENSE LLC                                        
523	484	AS	099G	T-MOBILE LICENSE LLC                                        
523	485	AS	099G	T-MOBILE LICENSE LLC                                        
523	486	AS	099G	T-MOBILE LICENSE LLC                                        
523	487	AS	099G	T-MOBILE LICENSE LLC                                        
523	488	AS	099G	T-MOBILE LICENSE LLC                                        
523	489	AS	099G	T-MOBILE LICENSE LLC                                        
523	490	AS	099G	T-MOBILE LICENSE LLC                                        
523	491	AS	099G	T-MOBILE LICENSE LLC                                        
523	492	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	493	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	494	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	495	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	496	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	497	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	498	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	499	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	500	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	501	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	502	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	503	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	504	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	505	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	506	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	507	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	508	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	509	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	510	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	511	UA	    	                                                            
523	512	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	513	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	514	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	515	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	516	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	517	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	518	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	519	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	520	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	521	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	522	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	523	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	524	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	525	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	526	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	527	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	528	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	529	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	530	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	531	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	532	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	533	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	534	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	535	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	536	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	537	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	538	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	539	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	540	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	541	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	542	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	543	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	544	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	545	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	546	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	547	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	548	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	549	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	550	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	551	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	552	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	553	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	554	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	555	UA	    	                                                            
523	556	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	557	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	558	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	559	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	560	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	561	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	562	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	563	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	564	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	565	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	566	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	567	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	568	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	569	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	570	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	571	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	572	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	573	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	574	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
523	575	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
